Junction,Date,Weekday,Time,Lane,Vehicle_Count,Congestion_Level,Signal_Time,Weather,Public_Holiday,Accident_Scale
Electronic City Phase 1,2023-11-21,Tuesday,01:00:00,West,196,2.1,40,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,02:00:00,North,120,4.51,53,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,02:00:00,South,202,2.25,54,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,02:00:00,East,147,2.04,54,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,02:00:00,West,56,1.08,54,Clear,No,2.21
Electronic City Phase 1,2023-11-21,Tuesday,03:00:00,North,258,1.76,52,Clear,No,4.11
Electronic City Phase 1,2023-11-21,Tuesday,03:00:00,South,81,1.36,56,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,03:00:00,East,123,2.69,60,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,03:00:00,West,68,2.95,57,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,04:00:00,North,162,1.5,41,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,04:00:00,South,66,4.23,57,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,04:00:00,East,270,2.36,38,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,04:00:00,West,288,4.87,53,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,05:00:00,North,288,4.67,32,Rainy,No,4.56
Electronic City Phase 1,2023-11-21,Tuesday,05:00:00,South,188,1.52,40,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,05:00:00,East,71,4.64,50,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,05:00:00,West,102,4.65,48,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,06:00:00,North,412,9.32,70,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,06:00:00,South,670,4.51,115,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,06:00:00,East,716,8.21,84,Cloudy,No,4.15
Electronic City Phase 1,2023-11-21,Tuesday,06:00:00,West,818,5.43,108,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,07:00:00,North,574,7.14,96,Clear,No,8.85
Electronic City Phase 1,2023-11-21,Tuesday,07:00:00,South,227,6.47,72,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,07:00:00,East,479,7.05,105,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,07:00:00,West,948,1.2,103,Rainy,No,5.65
Electronic City Phase 1,2023-11-21,Tuesday,08:00:00,North,345,9.51,119,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,08:00:00,South,850,8.23,75,Clear,No,4.61
Electronic City Phase 1,2023-11-21,Tuesday,08:00:00,East,765,1.94,107,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,08:00:00,West,796,5.26,78,Cloudy,No,9.71
Electronic City Phase 1,2023-11-21,Tuesday,09:00:00,North,976,7.67,84,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,09:00:00,South,794,5.17,98,Clear,No,8.56
Electronic City Phase 1,2023-11-21,Tuesday,09:00:00,East,606,1.33,107,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,09:00:00,West,751,3.0,93,Clear,No,8.48
Electronic City Phase 1,2023-11-21,Tuesday,10:00:00,North,230,8.43,107,Clear,No,2.7
Electronic City Phase 1,2023-11-21,Tuesday,10:00:00,South,490,3.47,105,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,10:00:00,East,391,7.68,86,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,10:00:00,West,248,6.13,101,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,11:00:00,North,989,5.12,73,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,11:00:00,South,248,8.08,117,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,11:00:00,East,541,6.09,62,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,11:00:00,West,463,7.04,111,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,12:00:00,North,954,7.7,68,Clear,No,9.45
Electronic City Phase 1,2023-11-21,Tuesday,12:00:00,South,502,1.71,90,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,12:00:00,East,188,3.07,111,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,12:00:00,West,981,7.55,100,Cloudy,No,7.09
Electronic City Phase 1,2023-11-21,Tuesday,13:00:00,North,636,1.64,89,Clear,No,5.12
Electronic City Phase 1,2023-11-21,Tuesday,13:00:00,South,179,1.73,119,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,13:00:00,East,898,3.24,63,Clear,No,4.74
Electronic City Phase 1,2023-11-21,Tuesday,13:00:00,West,691,7.71,96,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,14:00:00,North,500,9.63,84,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,14:00:00,South,792,2.18,79,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,14:00:00,East,110,3.33,91,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,14:00:00,West,739,5.91,64,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,15:00:00,North,771,8.72,90,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,15:00:00,South,618,4.37,91,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,15:00:00,East,888,4.16,119,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,15:00:00,West,727,1.96,88,Rainy,No,6.58
Electronic City Phase 1,2023-11-21,Tuesday,16:00:00,North,892,4.68,88,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,16:00:00,South,171,5.1,74,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,16:00:00,East,510,5.14,117,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,16:00:00,West,274,4.99,117,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,17:00:00,North,434,9.08,80,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,17:00:00,South,218,4.18,96,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,17:00:00,East,784,2.26,88,Cloudy,No,6.63
Electronic City Phase 1,2023-11-21,Tuesday,17:00:00,West,420,7.69,99,Cloudy,No,4.41
Electronic City Phase 1,2023-11-21,Tuesday,18:00:00,North,812,8.26,113,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,18:00:00,South,587,1.81,92,Cloudy,No,5.77
Electronic City Phase 1,2023-11-21,Tuesday,18:00:00,East,203,5.5,76,Cloudy,No,4.89
Electronic City Phase 1,2023-11-21,Tuesday,18:00:00,West,207,9.07,71,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,19:00:00,North,703,5.41,68,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,19:00:00,South,515,1.14,63,Rainy,No,8.36
Electronic City Phase 1,2023-11-21,Tuesday,19:00:00,East,756,2.99,119,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,19:00:00,West,339,7.19,69,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,20:00:00,North,455,6.51,113,Clear,No,2.14
Electronic City Phase 1,2023-11-21,Tuesday,20:00:00,South,652,2.93,79,Rainy,No,5.93
Electronic City Phase 1,2023-11-21,Tuesday,20:00:00,East,121,7.04,68,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,20:00:00,West,881,1.33,67,Clear,No,9.64
Electronic City Phase 1,2023-11-21,Tuesday,21:00:00,North,614,9.02,78,Clear,No,9.83
Electronic City Phase 1,2023-11-21,Tuesday,21:00:00,South,115,1.31,86,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,21:00:00,East,523,8.35,102,Clear,No,0
Electronic City Phase 1,2023-11-21,Tuesday,21:00:00,West,223,9.95,101,Clear,No,4.02
Electronic City Phase 1,2023-11-21,Tuesday,22:00:00,North,856,8.45,69,Rainy,No,8.68
Electronic City Phase 1,2023-11-21,Tuesday,22:00:00,South,395,4.12,97,Clear,No,5.44
Electronic City Phase 1,2023-11-21,Tuesday,22:00:00,East,254,4.85,81,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,22:00:00,West,358,1.99,78,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,23:00:00,North,621,6.61,70,Cloudy,No,8.66
Electronic City Phase 1,2023-11-21,Tuesday,23:00:00,South,175,9.8,86,Rainy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,23:00:00,East,505,2.47,105,Cloudy,No,0
Electronic City Phase 1,2023-11-21,Tuesday,23:00:00,West,337,1.38,78,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,00:00:00,North,257,3.97,44,Rainy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,00:00:00,South,223,2.7,40,Rainy,No,2.4
Electronic City Phase 1,2023-11-22,Wednesday,00:00:00,East,88,4.99,55,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,00:00:00,West,73,4.64,57,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,01:00:00,North,168,2.12,57,Rainy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,01:00:00,South,246,2.41,49,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,01:00:00,East,295,2.48,45,Clear,No,5.38
Electronic City Phase 1,2023-11-22,Wednesday,01:00:00,West,209,2.19,57,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,02:00:00,North,113,1.5,48,Clear,No,2.84
Electronic City Phase 1,2023-11-22,Wednesday,02:00:00,South,79,3.93,56,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,02:00:00,East,292,4.14,34,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,02:00:00,West,253,1.27,53,Clear,No,3.88
Electronic City Phase 1,2023-11-22,Wednesday,03:00:00,North,50,1.67,35,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,03:00:00,South,89,3.26,44,Rainy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,03:00:00,East,196,1.02,58,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,03:00:00,West,131,3.53,37,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,04:00:00,North,193,4.69,58,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,04:00:00,South,159,2.18,44,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,04:00:00,East,103,4.36,53,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,04:00:00,West,150,4.45,55,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,05:00:00,North,74,4.03,32,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,05:00:00,South,124,3.82,47,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,05:00:00,East,192,1.04,60,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,05:00:00,West,222,2.09,40,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,06:00:00,North,142,8.32,115,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,06:00:00,South,546,5.74,74,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,06:00:00,East,993,1.65,84,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,06:00:00,West,281,2.2,92,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,07:00:00,North,897,1.52,81,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,07:00:00,South,955,3.91,67,Rainy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,07:00:00,East,482,4.89,66,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,07:00:00,West,184,4.47,87,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,08:00:00,North,857,6.19,87,Cloudy,No,7.95
Electronic City Phase 1,2023-11-22,Wednesday,08:00:00,South,526,8.43,95,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,08:00:00,East,500,4.76,115,Clear,No,9.31
Electronic City Phase 1,2023-11-22,Wednesday,08:00:00,West,610,9.34,89,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,09:00:00,North,662,9.72,85,Cloudy,No,8.8
Electronic City Phase 1,2023-11-22,Wednesday,09:00:00,South,605,4.37,95,Rainy,No,7.17
Electronic City Phase 1,2023-11-22,Wednesday,09:00:00,East,152,3.15,84,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,09:00:00,West,663,2.11,73,Clear,No,9.74
Electronic City Phase 1,2023-11-22,Wednesday,10:00:00,North,218,9.55,87,Rainy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,10:00:00,South,119,4.29,90,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,10:00:00,East,685,5.3,119,Rainy,No,8.62
Electronic City Phase 1,2023-11-22,Wednesday,10:00:00,West,101,4.69,93,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,11:00:00,North,646,9.09,69,Clear,No,5.8
Electronic City Phase 1,2023-11-22,Wednesday,11:00:00,South,862,6.27,114,Clear,No,5.26
Electronic City Phase 1,2023-11-22,Wednesday,11:00:00,East,243,7.45,62,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,11:00:00,West,664,8.86,64,Cloudy,No,8.69
Electronic City Phase 1,2023-11-22,Wednesday,12:00:00,North,135,7.56,77,Rainy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,12:00:00,South,114,2.92,108,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,12:00:00,East,745,7.33,106,Cloudy,No,8.97
Electronic City Phase 1,2023-11-22,Wednesday,12:00:00,West,810,6.89,119,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,13:00:00,North,424,2.86,90,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,13:00:00,South,996,9.93,64,Clear,No,4.75
Electronic City Phase 1,2023-11-22,Wednesday,13:00:00,East,142,8.96,61,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,13:00:00,West,668,4.55,87,Clear,No,9.12
Electronic City Phase 1,2023-11-22,Wednesday,14:00:00,North,529,5.05,68,Rainy,No,4.4
Electronic City Phase 1,2023-11-22,Wednesday,14:00:00,South,594,6.05,94,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,14:00:00,East,953,5.34,94,Cloudy,No,7.22
Electronic City Phase 1,2023-11-22,Wednesday,14:00:00,West,656,2.12,64,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,15:00:00,North,990,8.09,117,Rainy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,15:00:00,South,679,5.74,102,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,15:00:00,East,732,3.5,63,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,15:00:00,West,778,4.62,78,Rainy,No,4.64
Electronic City Phase 1,2023-11-22,Wednesday,16:00:00,North,956,9.6,88,Clear,No,9.58
Electronic City Phase 1,2023-11-22,Wednesday,16:00:00,South,279,7.35,115,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,16:00:00,East,100,4.06,102,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,16:00:00,West,674,9.09,64,Cloudy,No,8.85
Electronic City Phase 1,2023-11-22,Wednesday,17:00:00,North,354,9.23,97,Cloudy,No,3.8
Electronic City Phase 1,2023-11-22,Wednesday,17:00:00,South,458,6.11,86,Clear,No,2.13
Electronic City Phase 1,2023-11-22,Wednesday,17:00:00,East,334,8.18,69,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,17:00:00,West,838,3.23,101,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,18:00:00,North,981,4.72,96,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,18:00:00,South,440,6.22,63,Rainy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,18:00:00,East,942,1.86,91,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,18:00:00,West,523,3.21,75,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,19:00:00,North,157,3.9,71,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,19:00:00,South,286,1.98,81,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,19:00:00,East,242,6.85,80,Cloudy,No,2.54
Electronic City Phase 1,2023-11-22,Wednesday,19:00:00,West,329,5.44,111,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,20:00:00,North,272,7.97,89,Clear,No,4.73
Electronic City Phase 1,2023-11-22,Wednesday,20:00:00,South,947,8.5,76,Cloudy,No,5.15
Electronic City Phase 1,2023-11-22,Wednesday,20:00:00,East,622,8.28,95,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,20:00:00,West,647,1.82,69,Clear,No,8.71
Electronic City Phase 1,2023-11-22,Wednesday,21:00:00,North,425,1.32,73,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,21:00:00,South,553,3.91,108,Clear,No,6.04
Electronic City Phase 1,2023-11-22,Wednesday,21:00:00,East,838,4.09,63,Cloudy,No,4.04
Electronic City Phase 1,2023-11-22,Wednesday,21:00:00,West,251,6.71,83,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,22:00:00,North,224,1.72,95,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,22:00:00,South,395,3.3,74,Clear,No,2.11
Electronic City Phase 1,2023-11-22,Wednesday,22:00:00,East,314,5.85,102,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,22:00:00,West,301,5.18,103,Clear,No,0
Electronic City Phase 1,2023-11-22,Wednesday,23:00:00,North,177,8.06,98,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,23:00:00,South,350,1.4,102,Clear,No,2.49
Electronic City Phase 1,2023-11-22,Wednesday,23:00:00,East,129,5.8,70,Cloudy,No,0
Electronic City Phase 1,2023-11-22,Wednesday,23:00:00,West,530,1.65,99,Rainy,No,6.66
Electronic City Phase 1,2023-11-23,Thursday,00:00:00,North,272,4.77,48,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,00:00:00,South,130,1.82,55,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,00:00:00,East,190,3.87,52,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,00:00:00,West,285,1.77,30,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,01:00:00,North,130,4.12,53,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,01:00:00,South,204,2.38,51,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,01:00:00,East,126,4.39,31,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,01:00:00,West,157,2.96,37,Cloudy,No,2.7
Electronic City Phase 1,2023-11-23,Thursday,02:00:00,North,253,2.93,54,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,02:00:00,South,226,1.59,60,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,02:00:00,East,278,1.66,43,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,02:00:00,West,84,2.71,32,Clear,No,1.65
Electronic City Phase 1,2023-11-23,Thursday,03:00:00,North,124,1.31,46,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,03:00:00,South,262,1.39,43,Rainy,No,3.79
Electronic City Phase 1,2023-11-23,Thursday,03:00:00,East,283,3.33,49,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,03:00:00,West,287,3.49,31,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,04:00:00,North,290,3.97,34,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,04:00:00,South,156,1.99,40,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,04:00:00,East,156,2.37,36,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,04:00:00,West,158,4.82,30,Cloudy,No,2.03
Electronic City Phase 1,2023-11-23,Thursday,05:00:00,North,190,1.36,55,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,05:00:00,South,127,3.23,46,Cloudy,No,1.1
Electronic City Phase 1,2023-11-23,Thursday,05:00:00,East,249,2.1,38,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,05:00:00,West,160,3.12,45,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,06:00:00,North,429,4.05,111,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,06:00:00,South,969,7.29,100,Rainy,No,6.22
Electronic City Phase 1,2023-11-23,Thursday,06:00:00,East,261,2.02,67,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,06:00:00,West,388,5.72,111,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,07:00:00,North,710,3.41,100,Cloudy,No,4.09
Electronic City Phase 1,2023-11-23,Thursday,07:00:00,South,105,2.71,120,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,07:00:00,East,501,4.17,82,Clear,No,4.51
Electronic City Phase 1,2023-11-23,Thursday,07:00:00,West,747,6.3,98,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,08:00:00,North,262,8.38,64,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,08:00:00,South,516,6.95,106,Clear,No,6.2
Electronic City Phase 1,2023-11-23,Thursday,08:00:00,East,699,4.04,82,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,08:00:00,West,142,3.16,116,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,09:00:00,North,605,2.34,77,Clear,No,7.5
Electronic City Phase 1,2023-11-23,Thursday,09:00:00,South,534,2.81,65,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,09:00:00,East,492,2.28,120,Clear,No,3.85
Electronic City Phase 1,2023-11-23,Thursday,09:00:00,West,743,2.49,68,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,10:00:00,North,883,3.17,73,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,10:00:00,South,913,7.14,97,Clear,No,8.07
Electronic City Phase 1,2023-11-23,Thursday,10:00:00,East,875,9.72,81,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,10:00:00,West,762,3.47,75,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,11:00:00,North,935,1.68,96,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,11:00:00,South,269,8.69,65,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,11:00:00,East,278,6.11,80,Clear,No,3.25
Electronic City Phase 1,2023-11-23,Thursday,11:00:00,West,786,1.79,65,Clear,No,4.7
Electronic City Phase 1,2023-11-23,Thursday,12:00:00,North,835,9.94,60,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,12:00:00,South,335,3.59,71,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,12:00:00,East,218,1.83,109,Clear,No,4.17
Electronic City Phase 1,2023-11-23,Thursday,12:00:00,West,393,1.7,112,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,13:00:00,North,852,6.71,71,Cloudy,No,8.42
Electronic City Phase 1,2023-11-23,Thursday,13:00:00,South,188,1.13,100,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,13:00:00,East,486,6.69,102,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,13:00:00,West,991,9.26,107,Rainy,No,6.94
Electronic City Phase 1,2023-11-23,Thursday,14:00:00,North,235,9.17,107,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,14:00:00,South,981,2.42,75,Rainy,No,4.4
Electronic City Phase 1,2023-11-23,Thursday,14:00:00,East,794,7.85,81,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,14:00:00,West,839,8.51,97,Rainy,No,9.29
Electronic City Phase 1,2023-11-23,Thursday,15:00:00,North,773,7.61,70,Clear,No,9.41
Electronic City Phase 1,2023-11-23,Thursday,15:00:00,South,355,8.38,68,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,15:00:00,East,587,4.51,74,Clear,No,8.1
Electronic City Phase 1,2023-11-23,Thursday,15:00:00,West,419,5.47,106,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,16:00:00,North,127,2.55,114,Cloudy,No,1.41
Electronic City Phase 1,2023-11-23,Thursday,16:00:00,South,429,8.98,82,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,16:00:00,East,866,6.09,103,Clear,No,4.71
Electronic City Phase 1,2023-11-23,Thursday,16:00:00,West,107,5.33,66,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,17:00:00,North,937,9.59,117,Clear,No,8.45
Electronic City Phase 1,2023-11-23,Thursday,17:00:00,South,638,8.9,101,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,17:00:00,East,406,1.7,87,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,17:00:00,West,606,3.13,117,Clear,No,8.46
Electronic City Phase 1,2023-11-23,Thursday,18:00:00,North,452,8.49,91,Cloudy,No,5.74
Electronic City Phase 1,2023-11-23,Thursday,18:00:00,South,202,3.06,95,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,18:00:00,East,618,7.37,91,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,18:00:00,West,191,1.49,112,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,19:00:00,North,494,6.69,89,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,19:00:00,South,952,1.35,86,Rainy,No,7.63
Electronic City Phase 1,2023-11-23,Thursday,19:00:00,East,690,5.99,63,Rainy,No,6.58
Electronic City Phase 1,2023-11-23,Thursday,19:00:00,West,240,5.67,102,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,20:00:00,North,161,1.17,83,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,20:00:00,South,204,6.69,79,Cloudy,No,3.56
Electronic City Phase 1,2023-11-23,Thursday,20:00:00,East,573,8.78,106,Rainy,No,9.02
Electronic City Phase 1,2023-11-23,Thursday,20:00:00,West,369,3.3,102,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,21:00:00,North,237,4.0,86,Clear,No,5.39
Electronic City Phase 1,2023-11-23,Thursday,21:00:00,South,338,2.23,84,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,21:00:00,East,667,6.87,99,Clear,No,6.03
Electronic City Phase 1,2023-11-23,Thursday,21:00:00,West,764,8.63,70,Clear,No,8.94
Electronic City Phase 1,2023-11-23,Thursday,22:00:00,North,652,9.74,78,Cloudy,No,0
Electronic City Phase 1,2023-11-23,Thursday,22:00:00,South,865,5.38,100,Clear,No,7.31
Electronic City Phase 1,2023-11-23,Thursday,22:00:00,East,253,7.44,83,Rainy,No,0
Electronic City Phase 1,2023-11-23,Thursday,22:00:00,West,897,1.67,119,Clear,No,9.49
Electronic City Phase 1,2023-11-23,Thursday,23:00:00,North,365,3.92,94,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,23:00:00,South,973,4.77,60,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,23:00:00,East,820,9.65,72,Clear,No,0
Electronic City Phase 1,2023-11-23,Thursday,23:00:00,West,647,3.28,97,Clear,No,7.11
Electronic City Phase 1,2023-11-24,Friday,00:00:00,North,114,1.4,45,Clear,No,0
Electronic City Phase 1,2023-11-24,Friday,00:00:00,South,131,4.21,48,Rainy,No,0
