Junction,Date,Weekday,Time,Lane,Vehicle_Count,Congestion_Level,Signal_Time,Weather,Public_Holiday
Electronic City Phase 1,2023-09-27,Wednesday,13:00:00,East,947,6.65,60,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,13:00:00,West,795,9.96,88,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,14:00:00,North,652,4.1,76,Clear,No
Electronic City Phase 1,2023-09-27,Wednesday,14:00:00,South,319,5.17,102,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,14:00:00,East,785,4.45,71,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,14:00:00,West,619,1.7,102,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,15:00:00,North,330,2.19,103,Clear,No
Electronic City Phase 1,2023-09-27,Wednesday,15:00:00,South,211,2.52,93,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,15:00:00,East,790,5.37,89,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,15:00:00,West,363,8.52,84,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,16:00:00,North,656,3.41,72,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,16:00:00,South,600,8.05,64,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,16:00:00,East,835,8.58,84,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,16:00:00,West,570,1.66,98,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,17:00:00,North,525,1.87,69,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,17:00:00,South,835,6.55,119,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,17:00:00,East,500,4.97,107,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,17:00:00,West,728,8.76,65,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,18:00:00,North,484,2.31,78,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,18:00:00,South,587,9.27,110,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,18:00:00,East,322,6.91,72,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,18:00:00,West,779,8.46,90,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,19:00:00,North,806,1.01,66,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,19:00:00,South,466,8.57,101,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,19:00:00,East,358,2.09,61,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,19:00:00,West,490,9.53,79,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,20:00:00,North,893,9.77,81,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,20:00:00,South,904,4.65,114,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,20:00:00,East,610,3.85,102,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,20:00:00,West,266,2.37,93,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,21:00:00,North,972,5.17,84,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,21:00:00,South,153,2.93,62,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,21:00:00,East,942,1.52,84,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,21:00:00,West,930,5.19,104,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,22:00:00,North,171,5.19,98,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,22:00:00,South,652,4.15,113,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,22:00:00,East,361,4.66,111,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,22:00:00,West,964,5.97,67,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,23:00:00,North,461,2.43,109,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,23:00:00,South,218,7.18,92,Cloudy,No
Electronic City Phase 1,2023-09-27,Wednesday,23:00:00,East,243,1.69,64,Rainy,No
Electronic City Phase 1,2023-09-27,Wednesday,23:00:00,West,283,3.63,81,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,00:00:00,North,85,2.92,30,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,00:00:00,South,171,3.86,39,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,00:00:00,East,260,3.75,31,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,00:00:00,West,78,2.34,45,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,01:00:00,North,130,4.84,55,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,01:00:00,South,229,3.22,56,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,01:00:00,East,285,3.57,41,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,01:00:00,West,65,4.65,36,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,02:00:00,North,68,1.43,43,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,02:00:00,South,64,1.33,60,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,02:00:00,East,210,3.43,32,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,02:00:00,West,125,2.21,35,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,03:00:00,North,148,4.57,48,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,03:00:00,South,284,1.6,49,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,03:00:00,East,124,3.81,45,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,03:00:00,West,202,4.36,35,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,04:00:00,North,70,2.64,57,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,04:00:00,South,255,4.7,32,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,04:00:00,East,170,4.1,34,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,04:00:00,West,273,3.02,57,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,05:00:00,North,185,2.52,47,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,05:00:00,South,125,4.79,41,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,05:00:00,East,198,2.38,59,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,05:00:00,West,130,1.68,59,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,06:00:00,North,246,2.87,74,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,06:00:00,South,367,2.55,107,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,06:00:00,East,200,9.56,93,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,06:00:00,West,615,1.54,67,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,07:00:00,North,676,7.13,102,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,07:00:00,South,712,5.66,103,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,07:00:00,East,932,3.79,117,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,07:00:00,West,940,9.94,86,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,08:00:00,North,753,6.44,106,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,08:00:00,South,832,1.36,68,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,08:00:00,East,975,3.09,88,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,08:00:00,West,646,7.59,61,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,09:00:00,North,127,2.15,71,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,09:00:00,South,991,7.33,102,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,09:00:00,East,721,9.07,98,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,09:00:00,West,223,7.79,96,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,10:00:00,North,646,6.09,105,Clear,No
Electronic City Phase 1,2023-09-28,Thursday,10:00:00,South,690,8.19,74,Clear,No
Electronic City Phase 1,2023-09-28,Thursday,10:00:00,East,615,7.05,76,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,10:00:00,West,931,5.51,89,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,11:00:00,North,424,5.68,112,Clear,No
Electronic City Phase 1,2023-09-28,Thursday,11:00:00,South,770,3.43,94,Clear,No
Electronic City Phase 1,2023-09-28,Thursday,11:00:00,East,128,1.29,96,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,11:00:00,West,568,7.56,63,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,12:00:00,North,531,4.76,120,Clear,No
Electronic City Phase 1,2023-09-28,Thursday,12:00:00,South,552,7.31,90,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,12:00:00,East,886,6.63,66,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,12:00:00,West,551,8.58,117,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,13:00:00,North,775,9.51,116,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,13:00:00,South,108,5.24,101,Clear,No
Electronic City Phase 1,2023-09-28,Thursday,13:00:00,East,743,1.82,69,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,13:00:00,West,770,2.71,100,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,14:00:00,North,768,8.29,68,Clear,No
Electronic City Phase 1,2023-09-28,Thursday,14:00:00,South,634,5.75,117,Clear,No
Electronic City Phase 1,2023-09-28,Thursday,14:00:00,East,859,1.56,62,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,14:00:00,West,131,1.74,115,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,15:00:00,North,242,9.22,74,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,15:00:00,South,625,4.79,68,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,15:00:00,East,604,6.24,98,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,15:00:00,West,140,7.09,112,Clear,No
Electronic City Phase 1,2023-09-28,Thursday,16:00:00,North,481,6.4,103,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,16:00:00,South,653,4.75,65,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,16:00:00,East,699,7.74,79,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,16:00:00,West,243,9.98,117,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,17:00:00,North,661,5.89,116,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,17:00:00,South,219,8.26,119,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,17:00:00,East,146,4.12,90,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,17:00:00,West,557,4.48,64,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,18:00:00,North,719,5.27,78,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,18:00:00,South,972,1.83,101,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,18:00:00,East,290,6.71,104,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,18:00:00,West,506,6.05,110,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,19:00:00,North,455,8.99,114,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,19:00:00,South,977,6.79,64,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,19:00:00,East,768,7.12,109,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,19:00:00,West,337,1.72,107,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,20:00:00,North,911,1.17,112,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,20:00:00,South,963,3.67,80,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,20:00:00,East,507,6.8,115,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,20:00:00,West,982,9.13,117,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,21:00:00,North,234,9.08,67,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,21:00:00,South,423,5.7,84,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,21:00:00,East,223,5.06,77,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,21:00:00,West,562,8.94,96,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,22:00:00,North,347,6.65,90,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,22:00:00,South,106,2.75,85,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,22:00:00,East,581,6.56,70,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,22:00:00,West,746,7.55,87,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,23:00:00,North,825,2.78,114,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,23:00:00,South,129,5.28,67,Rainy,No
Electronic City Phase 1,2023-09-28,Thursday,23:00:00,East,366,6.97,62,Cloudy,No
Electronic City Phase 1,2023-09-28,Thursday,23:00:00,West,645,8.38,118,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,00:00:00,North,199,3.27,46,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,00:00:00,South,251,4.43,58,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,00:00:00,East,118,2.42,56,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,00:00:00,West,253,1.38,54,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,01:00:00,North,210,4.06,44,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,01:00:00,South,52,4.71,39,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,01:00:00,East,207,3.81,42,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,01:00:00,West,164,3.39,32,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,02:00:00,North,210,1.86,58,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,02:00:00,South,233,4.54,45,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,02:00:00,East,121,1.81,40,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,02:00:00,West,201,3.29,44,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,03:00:00,North,289,2.42,57,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,03:00:00,South,216,4.89,33,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,03:00:00,East,136,3.4,59,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,03:00:00,West,178,3.76,52,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,04:00:00,North,193,1.03,34,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,04:00:00,South,209,2.37,55,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,04:00:00,East,120,1.03,45,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,04:00:00,West,109,1.36,50,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,05:00:00,North,87,4.48,41,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,05:00:00,South,190,4.85,49,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,05:00:00,East,171,4.37,53,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,05:00:00,West,260,4.14,39,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,06:00:00,North,638,5.25,99,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,06:00:00,South,144,5.68,89,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,06:00:00,East,430,9.24,93,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,06:00:00,West,526,8.5,102,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,07:00:00,North,887,4.31,76,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,07:00:00,South,829,8.6,82,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,07:00:00,East,944,5.4,97,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,07:00:00,West,327,2.8,80,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,08:00:00,North,979,4.78,110,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,08:00:00,South,298,2.48,72,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,08:00:00,East,345,8.34,83,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,08:00:00,West,871,8.01,80,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,09:00:00,North,401,6.92,96,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,09:00:00,South,963,1.54,101,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,09:00:00,East,948,9.49,64,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,09:00:00,West,548,3.98,79,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,10:00:00,North,340,7.69,105,Clear,No
Electronic City Phase 1,2023-09-29,Friday,10:00:00,South,176,9.04,72,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,10:00:00,East,276,3.15,104,Clear,No
Electronic City Phase 1,2023-09-29,Friday,10:00:00,West,626,7.53,86,Clear,No
Electronic City Phase 1,2023-09-29,Friday,11:00:00,North,560,1.75,97,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,11:00:00,South,198,9.66,74,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,11:00:00,East,277,9.3,109,Clear,No
Electronic City Phase 1,2023-09-29,Friday,11:00:00,West,323,9.58,92,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,12:00:00,North,846,3.97,109,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,12:00:00,South,364,3.06,61,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,12:00:00,East,511,8.45,62,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,12:00:00,West,943,2.88,90,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,13:00:00,North,272,2.82,104,Clear,No
Electronic City Phase 1,2023-09-29,Friday,13:00:00,South,854,3.5,108,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,13:00:00,East,316,3.8,117,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,13:00:00,West,598,2.34,60,Clear,No
Electronic City Phase 1,2023-09-29,Friday,14:00:00,North,681,9.61,71,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,14:00:00,South,461,9.86,66,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,14:00:00,East,725,7.31,101,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,14:00:00,West,282,5.98,80,Clear,No
Electronic City Phase 1,2023-09-29,Friday,15:00:00,North,623,7.99,86,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,15:00:00,South,473,2.13,65,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,15:00:00,East,184,5.81,91,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,15:00:00,West,710,1.0,105,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,16:00:00,North,936,6.77,84,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,16:00:00,South,790,8.43,65,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,16:00:00,East,711,5.12,99,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,16:00:00,West,726,3.34,118,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,17:00:00,North,276,3.04,66,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,17:00:00,South,225,3.21,77,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,17:00:00,East,820,1.75,100,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,17:00:00,West,309,7.89,109,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,18:00:00,North,609,8.5,120,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,18:00:00,South,249,9.64,84,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,18:00:00,East,732,2.67,70,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,18:00:00,West,593,7.98,103,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,19:00:00,North,173,3.41,94,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,19:00:00,South,934,2.49,82,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,19:00:00,East,357,3.63,71,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,19:00:00,West,540,1.43,67,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,20:00:00,North,329,9.44,60,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,20:00:00,South,263,5.39,107,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,20:00:00,East,494,4.87,103,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,20:00:00,West,488,7.64,66,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,21:00:00,North,675,4.75,85,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,21:00:00,South,744,9.0,71,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,21:00:00,East,976,7.52,111,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,21:00:00,West,804,2.8,87,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,22:00:00,North,410,4.91,96,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,22:00:00,South,535,3.91,60,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,22:00:00,East,692,4.57,66,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,22:00:00,West,118,8.83,78,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,23:00:00,North,359,4.58,63,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,23:00:00,South,283,8.3,77,Rainy,No
Electronic City Phase 1,2023-09-29,Friday,23:00:00,East,822,5.48,116,Cloudy,No
Electronic City Phase 1,2023-09-29,Friday,23:00:00,West,642,9.01,118,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,00:00:00,North,92,4.22,46,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,00:00:00,South,77,4.3,45,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,00:00:00,East,282,2.97,48,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,00:00:00,West,140,4.93,56,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,01:00:00,North,244,3.15,30,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,01:00:00,South,297,1.54,54,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,01:00:00,East,294,4.78,34,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,01:00:00,West,181,4.49,37,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,02:00:00,North,284,1.26,49,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,02:00:00,South,300,4.7,44,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,02:00:00,East,150,1.95,57,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,02:00:00,West,238,2.48,48,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,03:00:00,North,223,1.01,52,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,03:00:00,South,137,2.62,55,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,03:00:00,East,174,3.48,33,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,03:00:00,West,236,4.58,47,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,04:00:00,North,151,2.42,43,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,04:00:00,South,231,1.8,36,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,04:00:00,East,218,3.09,59,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,04:00:00,West,267,3.27,48,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,05:00:00,North,100,3.16,46,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,05:00:00,South,166,1.41,32,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,05:00:00,East,74,3.35,49,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,05:00:00,West,231,1.38,36,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,06:00:00,North,773,3.85,92,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,06:00:00,South,659,7.75,109,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,06:00:00,East,136,7.9,76,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,06:00:00,West,622,9.51,107,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,07:00:00,North,336,4.94,117,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,07:00:00,South,178,1.12,85,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,07:00:00,East,128,5.41,66,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,07:00:00,West,723,3.79,120,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,08:00:00,North,661,4.58,73,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,08:00:00,South,782,8.52,118,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,08:00:00,East,214,4.41,62,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,08:00:00,West,906,8.03,68,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,09:00:00,North,846,5.59,109,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,09:00:00,South,693,4.66,89,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,09:00:00,East,898,8.28,120,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,09:00:00,West,958,5.92,118,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,10:00:00,North,634,3.59,100,Clear,No
Electronic City Phase 1,2023-09-30,Saturday,10:00:00,South,510,2.42,85,Clear,No
Electronic City Phase 1,2023-09-30,Saturday,10:00:00,East,870,2.49,108,Clear,No
Electronic City Phase 1,2023-09-30,Saturday,10:00:00,West,668,1.91,113,Clear,No
Electronic City Phase 1,2023-09-30,Saturday,11:00:00,North,153,6.64,73,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,11:00:00,South,776,8.01,72,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,11:00:00,East,727,2.2,84,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,11:00:00,West,682,9.44,101,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,12:00:00,North,117,5.47,108,Clear,No
Electronic City Phase 1,2023-09-30,Saturday,12:00:00,South,364,3.33,75,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,12:00:00,East,602,5.6,78,Clear,No
Electronic City Phase 1,2023-09-30,Saturday,12:00:00,West,549,5.71,112,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,13:00:00,North,636,6.93,87,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,13:00:00,South,648,4.47,68,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,13:00:00,East,996,3.19,82,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,13:00:00,West,653,3.59,98,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,14:00:00,North,830,6.94,76,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,14:00:00,South,982,8.69,89,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,14:00:00,East,229,9.52,105,Clear,No
Electronic City Phase 1,2023-09-30,Saturday,14:00:00,West,998,8.11,114,Clear,No
Electronic City Phase 1,2023-09-30,Saturday,15:00:00,North,116,1.71,109,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,15:00:00,South,158,4.52,112,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,15:00:00,East,962,7.47,68,Clear,No
Electronic City Phase 1,2023-09-30,Saturday,15:00:00,West,543,7.3,117,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,16:00:00,North,450,1.5,72,Cloudy,No
Electronic City Phase 1,2023-09-30,Saturday,16:00:00,South,303,2.99,61,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,16:00:00,East,370,9.15,120,Rainy,No
Electronic City Phase 1,2023-09-30,Saturday,16:00:00,West,732,2.52,65,Rainy,No
